      1.0000000    -0.70000000      0.0000000   -0.035000000      0.0000000    0.035000000            206
      1.0000000    -0.81000000      4.8400000   -0.047500000    0.062500000    0.047500000            347
      1.0000000    -0.91000000      11.226667   -0.033333333     0.20222222    0.033333333            460
      1.0000000     -1.0050000      19.250000   -0.030000000     0.16500000    0.030000000            547
      1.0000000     -1.0780000      23.926400   -0.016000000     0.13840000    0.032000000            627
      1.0000000     -1.1533333      31.288889  -0.0041666667     0.14472222    0.035833333            684
      1.0000000     -1.2114286      34.919184   0.0050000000     0.15265306    0.039285714            737
      1.0000000     -1.2575000      36.497500    0.015000000     0.22500000    0.045000000            782
      1.0000000     -1.2966667      37.351111    0.021666667     0.23555556    0.048333333            824
      1.0000000     -1.3310000      37.859600    0.032000000     0.42360000    0.056000000            854
      1.0000000     -1.3609091      37.996033    0.041363636     0.59140496    0.063181818            890
      1.0000000     -1.3858333      37.563056    0.049166667     0.69972222    0.069166667            912
      1.0000000     -1.4076923      36.967101    0.057307692     0.85514793    0.075769231            946
      1.0000000     -1.4271429      36.293878    0.062500000     0.87209184    0.079642857            975
      1.0000000     -1.4440000      35.465600    0.065000000     0.82426667    0.081000000           1009
      1.0000000     -1.4593750      34.667344    0.067500000     0.78625000    0.082500000           1046
      1.0000000     -1.4729412      33.805952    0.068529412     0.74013841    0.082647059           1074
      1.0000000     -1.4866667      33.208889    0.070555556     0.70950617    0.083888889           1100
      1.0000000     -1.4994737      32.641994    0.073421053     0.70587258    0.086052632           1120
      1.0000000     -1.5105000      31.933900    0.079250000     0.87587500    0.091250000           1143
      1.0000000     -1.5204762      31.209433    0.084761905      1.0294331    0.096190476           1166
      1.0000000     -1.5290909      30.414215    0.089090909      1.1045455     0.10000000           1191
      1.0000000     -1.5369565      29.636295    0.092391304      1.1268053     0.10282609           1220
      1.0000000     -1.5437500      28.826042    0.094166667      1.0963889     0.10416667           1244
      1.0000000     -1.5504000      28.097536    0.096600000      1.0922240     0.10620000           1278
      1.0000000     -1.5573077      27.494024    0.098846154      1.0854438     0.10807692           1296
      1.0000000     -1.5640741      26.951879     0.10129630      1.0914678     0.11018519           1318
      1.0000000     -1.5703571      26.415663     0.10267857      1.0647321     0.11125000           1341
      1.0000000     -1.5755172      25.802996     0.10362069      1.0326992     0.11189655           1367
      1.0000000     -1.5800000      25.176000     0.10400000     0.99840000     0.11200000           1386
      1.0000000     -1.5838710      24.543684     0.10532258     0.97979188     0.11306452           1412
