      2.3989999    -0.61000000      0.0000000    -0.20000000      0.0000000     0.20000000            266
      2.3989999    -0.67500000     0.29364745    -0.20250000   0.0010421009     0.20250000            443
      2.3989999    -0.77666667      1.6325331    -0.17333333     0.28437776     0.17333333            609
      2.3989999    -0.83500000      1.9339030    -0.15125000     0.45722177     0.15125000            763
      2.3989999    -0.86000000      1.7208783    -0.12500000     0.82534392     0.12500000            910
      2.3989999    -0.89166667      1.7825423    -0.10416667      1.0496272     0.10416667           1040
      2.3989999    -0.92714286      2.0527308   -0.095000000     0.98374326    0.095000000           1174
      2.3989999    -0.94500000      1.9512786   -0.090625000     0.88311539    0.090625000           1290
      2.3989999    -0.96444444      1.9446931   -0.087777778     0.79580486    0.087777778           1417
      2.3989999    -0.98100000      1.9216706   -0.090500000     0.72734475    0.090500000           1535
      2.3989999    -0.98454545      1.7557099   -0.094090909     0.68272250    0.094090909           1660
      2.3989999    -0.99000000      1.6321470   -0.098750000     0.66564195    0.098750000           1822
      2.3989999    -0.99384615      1.5189349   -0.093076923     0.67883316    0.093076923           1981
      2.3989999    -0.99142857      1.4157204   -0.082500000     0.64637904    0.090357143           2131
      2.3989999    -0.99733333      1.3552650   -0.072000000     0.60573389    0.089333333           2267
      2.3989999     -1.0043750      1.3222552   -0.064062500     0.57939182    0.087187500           2393
      2.3989999     -1.0176471      1.4403581   -0.052647059     0.56222967    0.089705882           2512
      2.3989999     -1.0255556      1.4342369   -0.041388889     0.56279882    0.093055556           2614
      2.3989999     -1.0257895      1.3588192   -0.031315789     0.56013645    0.096052632           2754
      2.3989999     -1.0380000      1.4877674   -0.018750000     0.65380369     0.10225000           2894
      2.3989999     -1.0533333      1.7437369  -0.0054761905     0.81084430     0.10976190           3000
      2.3989999     -1.0636364      1.8194108   0.0031818182     0.81494013     0.11318182           3105
      2.3989999     -1.0695652      1.7940542    0.010217391     0.79812716     0.11543478           3213
      2.3989999     -1.0758333      1.7821080    0.016666667     0.78122831     0.11750000           3313
      2.3989999     -1.0804000      1.7456100    0.021400000     0.75194000     0.11820000           3439
      2.3989999     -1.0811538      1.6794586    0.030000000     0.82216212     0.12307692           3555
      2.3989999     -1.0785185      1.6298064    0.035185185     0.80480495     0.12481481           3702
      2.3989999     -1.0782143      1.5717727    0.036071429     0.80018462     0.12250000           3834
      2.3989999     -1.0806897      1.5294981    0.035689655     0.82536374     0.11913793           3947
      2.3989999     -1.0826667      1.4863928    0.036500000     0.81664122     0.11716667           4068
      2.3989999     -1.0835484      1.4400657    0.037741935     0.79955273     0.11580645           4191
      2.3989999     -1.0871875      1.4235969    0.038437500     0.79028699     0.11406250           4300
      2.3989999     -1.0869697      1.3805631    0.039848485     0.77047716     0.11318182           4421
      2.3989999     -1.0870588      1.3399765    0.043676471     0.76318206     0.11485294           4562
      2.3989999     -1.0900000      1.3221334    0.047857143     0.76751029     0.11700000           4678
      2.3989999     -1.0938889      1.3221965    0.050833333     0.75269276     0.11805556           4795
      2.3989999     -1.0972973      1.3155288    0.053513514     0.73682395     0.11891892           4914
      2.3989999     -1.0994737      1.2930904    0.055657895     0.71853868     0.11934211           5021
      2.3989999     -1.0992308      1.2600900    0.058333333     0.70700072     0.12038462           5156
      2.3989999     -1.0985000      1.2300353    0.059625000     0.68976398     0.12012500           5294
      2.3989999     -1.1004878      1.2110196    0.060243902     0.67783550     0.11926829           5417
      2.3989999     -1.1045238      1.2286038    0.059285714     0.69988537     0.11690476           5544
      2.3989999     -1.1083721      1.2432614    0.056860465     0.70319098     0.11523256           5643
      2.3989999     -1.1122727      1.2604769    0.053750000     0.69180644     0.11443182           5740
      2.3989999     -1.1131111      1.2346158    0.050222222     0.67675525     0.11422222           5847
      2.3989999     -1.1145652      1.2143894    0.046086957     0.66439941     0.11478261           5982
      2.3989999     -1.1155319      1.1915391    0.041489362     0.66084954     0.11595745           6092
      2.3989999     -1.1162500      1.1683997    0.035208333     0.71765292     0.11895833           6202
      2.3989999     -1.1157143      1.1455123    0.030714286     0.71754528     0.12030612           6331
      2.3989999     -1.1136000      1.1378258    0.028700000     0.71146480     0.11930000           6456
      2.3989999     -1.1129412      1.1170239    0.024117647     0.72105530     0.12098039           6603
      2.3989999     -1.1125000      1.0962326    0.017403846     0.83808807     0.12490385           6751
      2.3989999     -1.1118868      1.0769079    0.011792453     0.89652286     0.12783019           6888
      2.3989999     -1.1101852      1.0676310   0.0055555556     0.99773514     0.13148148           7041
      2.3989999     -1.1083636      1.0606726 -0.00054545455      1.0968951     0.13509091           7184
      2.3989999     -1.1078571      1.0427126  -0.0083928571      1.3491751     0.14053571           7328
      2.3989999     -1.1075439      1.0248014   -0.015964912      1.5832313     0.14578947           7448
      2.3989999     -1.1068966      1.0087924   -0.023448276      1.8173893     0.15103448           7578
      2.3989999     -1.1077966     0.99495986   -0.029830508      1.9587857     0.15525424           7686
      2.3989999     -1.1066667     0.98361277   -0.035750000      2.0703754     0.15908333           7821
      2.3989999     -1.1075410     0.97067576   -0.041885246      2.2057050     0.16319672           7934
      2.3989999     -1.1075806     0.95502636   -0.047258065      2.2888266     0.16661290           8051
      2.3989999     -1.1077778     0.94003468   -0.052857143      2.3943672     0.17031746           8182
      2.3989999     -1.1071875     0.92687228   -0.057343750      2.4307940     0.17296875           8328
      2.3989999     -1.1043077     0.94950252   -0.061461538      2.4517751     0.17530769           8467
      2.3989999     -1.1039394     0.93572891   -0.066666667      2.5458917     0.17878788           8611
      2.3989999     -1.1041791     0.92202639   -0.071865672      2.6446752     0.18231343           8739
      2.3989999     -1.1033824     0.91142328   -0.077352941      2.7724932     0.18617647           8885
      2.3989999     -1.1033333     0.89822561   -0.082971014      2.9174518     0.19021739           9021
